Responses,contexts,faithfulness Score
"«?????????????????»
?????|????|250px|????? ???? ?????? ???????? ??????? ??? ???????."," ?? ?????? ???? ????? ????? ?? ????? ?? ????? ??? ?????? ???? ???? ???? 2241 ???????? ??? ?? ????? ????? ????? ????? ????? ????? ?? ?? ?? ????? ?????? ???????? ?????? ?? ????? ???? ???? ????? ?? ???? ?????? 24 ???? ??? ??????? ????? ???? ????? ?? ???? ?????? ?????? ?? ???? ???? ????? ????? ??? ??? ???? ?? ?????? ????? ??????.
???? ??????? ??? ??? ????????? ?? ??? ????? ??? ??? ???????? ?? ????? ???? ???????? ????? ??? ????? ??? ??????? ??????? ???? ??? ??? ?????.[61]
 ??? ????? ????? ?? ?????? 2011? ?? ??? ?????? ?? ?????? ????? ?????? ???? ??? ?????? ??????? ?? ????? ????? 233 ????? ?????? ???? ??? ??? ????? ??????? ??????? ?? ???? ????? ?? ???? ???????? ?????? ?????? ?? ??? ????.[61]
??? ???? ??????? ?????? ???? ??????? ??????? ?? ????? ??? ????? ?????????? ????? ???? ???? ????????? ??? ?? ???? ???????? ???? ????? ????? ???? ???? ???? ??????? ???????? ????????? ????? ???? ???? ??????? ???? ???? ????? ??? ???? ???? ???? ??????? ?????? ???????? ?????? ???? ???? ????????? ?????? ?????.[21]
??? ????? ????? ???? ??????? ??????? ?????? ?? ???? 2015? ???? ???? ??? ????? ????? ???????? ????? ???? ?????? ??? ??? ??????? ????? ???????? ???? ??? ?? ???? ??? ??? 2010?.[62][63]
 ??? ???????? ??? ????? ?? ??? 2008? ?? ????? ????? ??? ???? ???? ??? ??????? ???????? ??????? ?????? ????? ??? ????? ??????? ???? ???? ???? ????? ???? ?? 300 ??????? ?? ??????.[64][65]
???? ??????? ???? «???? ??????? ??????» ??? ????? ?? ???? ?????? ?????? ???? ???? ?? 450 ??????? ????? ?????? ?????? ???????? ??",100
2015,"???. ??? ????? ??? ??? ????? ???? ??? ????? ??? ?? ???? ?????? ?? ??? ????? ?? ??? ??? ????? ?? ???? ????? ??? ?????? ????? ???????? ??? ???? ?? ????? ????? ??? ???? ?????????? ?? ???? ?????? ????? ?? ??????? ???????.[66]
?? ????? ?????? ?????? ??? ??????? ????? ???? ?????? ?? ????? 2015??[67] ????? ?? ??????? ???? ???? ?? 25 ?????? 2018??[68]
??????? ??? ???? ?????? ?? ?? 11 ?????? 2018? ???? ?? ??????? ??????? ??? ???.[69][70][71]
??? ????? ?????? ??? ???? ??? ????? ???? ??? ?????? ???????? ???????? ??? ??????? ????? ?? ???? ??????? ??????? ????? ???? ??? ???? ???? ??????? ??? ?????? ????????.[72]
 ??????? ????? ?????? ?? ?????? ????????? ??? ????? ??????? ??? 2012? ?? ????? ?????? ?????? ???? ?? ???? ???? ??? ????? ???? ?????? 60 ????????? ???? ??? ????? ?????. ????? ????? ??? ??????? ?????? ???? ????? ????? ??? ??? ??? ?? ??? ??? ????? ???? ???????? ?? ????? ?????? ??? ?? ?????? ?? ??? ??? ???? ???? ????? ??? ???? ???? ????? ???? ???????.[73]
",0
???? ??????? ???????? ??? ???? ???????? ??? ????? ???? ????? ?? ????? ?????? ???????,"?? ??? ?? ????? ????? ????? ?????? ??????? ???????? ?????? ????????? ???????[1] (???????????: Fragmentation)? ?? (???????????: Segmentation)?[2] ?? ????? ??????? ?? ???? ?????? ???????? ??? ????? ?? ???? ?????? ???? ?? ??? ??????? ???????. ???? ??????? ????? ?????? ??? ????? ???? ?????? ?????????? ???? ?????? ?????? ???????? ??????.
 ??????? ?? ????? ?????? ??????????? ???? ???????[3][4] ????? ?? ???? ?? ???? ????? ?? ?? ???? ??? ???????? ?? ?? ?????? ???????.[5] ???? ??????? ???? ??????? ??? ????? ????? ?????? ???????? ?????? ???? ????? ?? ??????? ???? ?? ???? ??????? ???????? ?? ???? ????? (LFI)?[6] ?? ?????? ?????? ??? ????? ?????? ?? ?????? ???????.[7]
 ???? ????? ??????? ????????? ????? ???? ?????? ?????????? ?? ?? ???? ?? ????? ????????[8] ???????? ?? ????? ??????? ?? ??? ????? ???????? ??? ?????? ?? ???? ???? ?????? ?? ???? ????? ????? ?????? ???????? ???? ?? ???? ???????? ??????? ???? ??? ????????.[9] ???? ??????? ?? ??????? ??????? ???????? ???????? ??????? ?? ???????? ????? ???????????? ???? ???? ?? ??? ??????? ????? ?????? ??? ????? ??????? ????? ?????? ??? ???? ???????? ???? ??? ??? ???? ?????? ?????????? ???? ?? ???? ?????? ??? ??????? ?????????.[10]
 ??? ??? ???????? ????? ???????? ???? ???????? ???? ??????? ?? ???? ????? ?? ???? ??? ?? ??????? ?????? ???? ??? ???? ??? ????? ????? ?????? ???????? ??? ??? ???? ?? ??? ?????? ???????. ?????? ??????? ?? ??? ??????? ???? ?????? ?? ?? ??? ?? ?????? ?????? ?????? ????? ??????? ??? ???? ??? ?????? ????? ??????? ????????",50
????? ??? ??????? ????? ??? ????? ??????? ????? ????????,"?? ?????? ????? ?????? ???????? ???? ?????.[5] ???? ???????? ?????? ?????? ????? ???????? ????? ???? ?????? ?????????? ??????? ?? ????? ????? ??????? ??????? ???????? ?????????? ???? (???????????: Segment)?? ???? ???????? ??? ?????? ???????? ??? ?? ???? ???????? ??????? ??????? ?????? ??????? ??? ??? ????? ??? ???????? ????? ???? ?????? ?????????? ??????? ???? ???????? (???????????: Datagram)?. ??? ???????? ??? ????? ????? ?????? ?????????? ??????? ??? ???? ??????.[11]
 ??????? ?? ????? ?????? ??????????? ??????? ??? ???? ??? ????? ???? ??????? ????? ?????? ??????????? ????? ????? ???? ?????? ?? ??? ??????? ??? ???? ?? ??????? ?????? ???? ??? ?????? ?? ?? ??? ?????????? ??? ??????? ?? ?? ??????. ????? ????? ????? ???? ???????? ??????? ??? ?????? ?? ???? ????? ?????? ????? ??????? ???? ??????? ??? ??? ??? ?????? ???? ?? ???? ???? ????? ??????? ??? ???? ??? ????? ??? ?????? ??? ??? ???? ?? ?????? ???????. ????? ?? ???? ??????? ???? ?? ??? ??? ??? ?????? ???? ???? ?????? ??? ??????? ??????? ????? ???????? ????????. ?? ???? ????? ??? ?????? ??? ?? ??????? ??????? ?????? ?? ??? ?? ????? ?? ?? ???? ??? ??????? ???????? ?? ??? ??? ??? ?????????? ?? ?????? ?????? ??????.[12] ???? ???? ?????? ??? ???????? ??? ???? ??? ????????.
 ????? ?? ???? ??????? ?? ???? ??? ????????? ??? ?????? ??? ?????? ??? ??? ????? ?? ???? ?? ???? ??????? ???????? ?? ???? ????? (???????????: Link Fragmentation and Interleaving ???????? LFI)?. ???? ??????? ??? ???? ??? ???? ?????? ?????????? ?? ???? ??? ??????",100
???????,"??? ????? ???? ????????? ???? ?? ???? ???? ????? ?????? ??????. ??? ?????????? ????? ?? ???? ???????? ?? ??? ??????? ??? ????????? ????? ???? ???? ????? ????? ??????? ???? ??? ???????? ?????? ?? ????? ???. ???? ??? ?????????? ????? ???? ?????? ?????? ????? ????? ????? ????? ??????? ??? ???????? ??????? ??????? ????????? ?????? ???????? [??????????] ???? ????? ??? ???? ???????? ??????? ????? 127 ???? ???.[13] ??? ???? ??????? ?? ?????? ???????? ??? ???? ????? ??? ????? ???? ?????? ?????????? ??? ??? ????? ?? ????? ?????? ??? ??? ??????? ??????.[14]
 ????? ??????? ?????? ??????? ????? ????? ?????? ??????? ????? ?? ????? ???????? ?????????[15] ?????? ?? ??? ??????? ?? ????????? ???????? ????? ????? ????????[16] ???? ???? ???? ?????? ?????????? ???????? ??? ??? ?? ????? (






X







{\displaystyle {{\text{X}}_{}}}

) ????? ???? ?? ????? ???? (






Y







{\displaystyle {{\text{Y}}_{}}}

) ???? ??????? ???? (






Z







{\displaystyle {{\text{Z}}_{}}}

) ???? ??? (






X=Y+Z







{\displaystyle {{\text{X=Y+Z}}_{}}}

)? ???? ????? ??? ??????? ??? ???? ??? ??????? (






Y1,Y2,Y3







{\displaystyle {{\text{Y1,Y2,Y3}}_{}}}

) ???? ????????? ?????? ?????? ?????? ???? (






Z







{\displaystyle {{\text{Z}}_{}}}

) ???? ??? ????? ????? ????? ?? ????? ???????? ????????? ?????? ??? ???????? ????? ??????? ?? ????? ?????? ?????????? ??????? ?? ??????? ?????????? (






X1,Y1,Z







{\displaystyle {{\text{X1,Y1,Z}}_{}}}

) ? (






X2,Y2,Z







{\displaystyle {",100
??????? ??????? ?? ?????? ???????? ????? ?????  ?? ????? ????,"{\text{X2,Y2,Z}}_{}}}

) ? (






X3,Y3,Z







{\displaystyle {{\text{X3,Y3,Z}}_{}}}

) ??? ???????. ????? ????? ????? ??????? ?? ????? ???????? ???? ??????? ?? ?????? ???????? ??:
 ???? ????? ????????? ?? ????? ????? ?? ????????? ?????????? ??? ????? ?????? ???????? ?? (






2Z







{\displaystyle {{\text{2Z}}_{}}}

) ???? ?? ??? ???????[15] ?????? ??????? ?? ??? ??????? ????? ??? ???????? ???????:
 ??????? ?????????? ???? ???? ???????? ????? ????? ??????? ???? ????? ???????? ???? ????? ??????? ????? ?????? ???????? ????? ?? ??????? ?????? ?? ??????? ??????? ?????????? (???????????: Transparent Fragmentation)?? ???? ???? ?????????? ????? ???? ??????? ?? ?? ???? ?? ??????? ?????? ????? ???? ??????? ????? ????? ????? ?? ???? ????? ?????? ???????? ??????? ?? ??????? ??? ?????? ?? ??? ??????? ??????? ?????????? (???????????: Non-Transparent Fragmentation)? ???? ?? ???? ?????????? ?? ???? ????? ????? ??? ?? ?????? ????????.[17]
 ??? ??????? ???????? ?????? ?????? ????????? ??? ?? ??????? ??? ????? ???? ????? ?? ?????? ????? ???? ???? ?? ????? ???? ???????? ???????? ????? ????? ????? ?? ????? ??? ????? ?????? ?? ??? ?? ??????? ?????? ?? ???? ?????? ??? ????? ?????? ?? ?? ??? ??? ?????? ???????? ?? ???? ?????? ????? ?????? ????????. ????? ????? ?? ???? ?????? ????????? ????? ???? ????? ???????? ????? ????? ???? ?? ?????? ??????? ?????? ????? ?????? ???? ??????? ???? ??? ???? ?????? ???????? ?? ???? ??????? ?????? ?? ????? ??? ?????? ??? ????? ??? ????? ?? ?? ?? ??? ?? ???? ?",100
????? ?????? ??? ???? ???? ????? ?? ??? ????????,"???? ??? ???? ???? ??????.[18]
 ?? ??? ???????? ?? ???? ??????? ???? ?????? ????? ?? ??? ???? ?? ????? ?? ??? ?????? ?????? ?? ???? ??????? ?????? ??????? ??????? ???? ?????? ??? ???? ??? ????? ???? ???? ????? ?????? ?? ??????? ???? ????? ??? ???? ??????? ?? ??????? ??? ???? ??? ?????? ????? ???? ??? ?????? ?????.[19] ???????? ?? ???? ?????? ???? ???? ?????? ??? ?????? ???????? ???? ????? ???? ????? ????? ??????? ?? ????? ??? ?? ?????? ?????? ????[20] ????? ?? ????? ????????? ??? ???? ?????? ???????? ????? ?? ???? ????? ?????? ???? ????? ???? ????? ?????? ??????? (???????????: Tiny Segment Attack)? [21] ?? ?? ???? ?????? ????? ?? ????? ???? ??? ??????? ?? ???? ?????? ??? ??????? ??????? ?????? ??????? ?? ??????? ??? ???????? ???????? ????? ?????.[22]
 ???? ???????? ??? ??????? ?????? ?? ??????? ?? ???????[23] ?????? ??? ????? ?? ????? ?????? ??????? ??? ?????? ?? ?????????? ????? ??? ??????? ?????? ??????? ??????? ???????? ?????? ?????? ??????? ???? ?? ???? ??? ??? ????? ????? ??????? ??? ?????? ????????? ??? ????? ????? ??????.[24] ???????? ?? ??? ????? ??? ?? ??? ???????? ???? ??????? ??? ???????? ??????? ??????? ??? ????? ??????? ?? ???? ????? ????? ?? ?????? ??? ?? ???? ????? ???? ?? ???? ?? ?????? ??????? ?? ?????? ?? ???? ??? ?????? ?? ???? ????? ???? ?????.[18]
 ????? ?????? (???????????: Fragment Offset)? ?? ???? ???? ????? ????? ????? ????? ???? ?????? ????????? ???? ??? ?????? ?????? ?????? ????? ????? ??????? ????? ????? ??? ??????? ???????.[25] ??? ???? ??????? ??",100
??? ???? ?????? ???? ?????? ??????? ???????? (?? ??) ??????? ????? ??? ????? ???? ??? ?????????,"???? ?????? ????? ????? ??????? ??????? ?? ???? ????? ????? ????? ???????? ?????? ?????? ????? ???? ?????? ?????????? ??????? ???? ??? ???????.
 ???? ????? ?????? ?????? ?????? ????? ?????.[26] ?? ??? ???? ????? ?????? ??? ???? ??????? ???? ?????? ??? ???? ?????? ??????? ??????? ??? ?????? ??????? ?? ????? ??????? ??????.
 ????? ??????? (???????????: Reassembly)? ?? (???????????: Defragmentation)? ?? ???? ?????? ????? ???? ?????? ?????????? ??????? ???????? ?? ?????? ?????? ????? ????? ??????? ??????? ???? ????? ?????? ????? ?? ??? ?????? ????? ???????? ??? ?????? ???????? ???? ??? ????? ???? ????? ?????? ??? ???? ?????? ?????????? ???????? ???????? ??? ??????? ????? ????? ??????? ?? ?????????? ?? ???? ??? ????? ?? ????? ????? ???????? ?????? ?????? ????? ???? ?????? ?????????? ???????.[9]
 ???? ????? ????? ????? ????? ??????? ?? ?????? ??????? ?????? ?? ???? ???? ????????? ??? ????? ??? ?????? ?????? ???????? ???? ??? ???????? ????? ??????? ?? ?????? ???????? ????? ????????? ??? ??? ?????? ?????? ????? ?? ????? ???? ?????? ????? ?? ???? ?????? ?????? ???? ??? ??????? ??????? ???????? ???? ??? ??????? ??????? ??? ?? ?????? ?????????[27] ??? ????? ?? ???????? ??????? ??????? ?? ?? ???? ??? ???? ?????.
 ?? ???? ???????? ??????? ?????? ??? ????????? ?? ?? ????? ?? ??????? ?? ???? ?? ???? ?? ????? ????? ??? ?????? ?? ????????? ????? ???????? ???? ??????????? ????? ??????? ???? ???? ?????? ????? ????? ????? ??????? ???? ??? ??????? ????? ???????? ???? ???? ??????? ??? ????? ??????",100
????? ???? datos de protocolo más de una vez durante su transmisión entre el emisor y el destinatario,"? ?????? ?????? ??? ????? ???????? ????? ????? ????? ??????? ???? ???? ??????? ????? ????????? ???? ???? ????? ????? ?????? ????????.[28]
 ???? ????????? ????? ????? ??? ?????? ??????? ?????? ?? ???????? ???????? ?? ????? ??? ????????? RFC 815.[29]
 ??????? ???????? ?? ????? ???? ?????? ?????????? ???? ?? ??? ????? ?????? ?????? ??? ?????? ???????? ???? ??????? ???????? ???? ?????? ??????? ?????? ?? ???????? ????????? ????? ??? ??? ?????? ???? ?? ?? ???. ?? ????? ??? ???? ????? ??????? ????????? ?????? ?? ?????? ????? ??? ?????? ???? ???????? ????????? ???????? ??? ??? ???? ??? ???? ??????.
 ?? ?? ??? ??? ???? ??????? ??? ????? ????? ????? ???????? ?? ??????? ??????? ????? ???????? ??????? ?? ??????? ???? ??????? ????? ???????? ???? ??? ??????? ?? ??? ????????[31] ?????? ????? ???? ?? ????? ????? ????? ?? ???? ??? ?? ?????? ?????????? ??? ??? ?????? ?? ?????? ????? ??????? ?????. ???? ???? ????? ?????? ???????? ??? ?????? ???????? ??? ???? ??????? ????? ?????? ???? ??????? ???????? ??? ??? ????? ??????? ????? ??????? ???????? ???? ???? ????? ????? ?????? ???? ?????? ??????? ???? ?? ??? ??? ???? ?????? ?? ?????? ??????? ??? ????? ?? ?????? ???? ?????.
 ????? ??????? ???????? ???? ???? ?????? ??????? ?????? ?? ???????? ???????? ?? ???? ?????? ???? ????? ?????? ??????? ??? ????? ??? ???????? ????? ?????? ?? ????????? ??????? ?? ????? ??? ????????? RFC 1191.[32] ???? ?? ?????? ???? ?????? ??????? ?????? ?? ???????? ????????? ?????? ?????? ?? ???? ??? ??????? ????? ???????? ??? ??",100
???????? ?????? ??? ????? ??? ????????,"??? ????? ?? ????? ?????????? ??????? ????? ???? ???? ?? ????? ??? ????????? RFC 8201.[33]
 ?????? ???? ????? ?????? ?????? (???????????: Path Maximum Transmission Unit Discovery ???????? PMTUD)? ?? ????? ?????? ?? ??????? ??????? ?????? ???? ???? ????? ????? ?????? ??? ??? ???? ??? ???????? ????? ??? ?????? ?????? ??????? ????? ???? ?? ???? ???? ???? ?????? ????? ????? ?????? ??? ?????? ?? ?????? ??? ??????.[34] ?? ?? ????? ?????? ?? ????? ??? ????? ??????? ?????? ????? ???? ??????? ??? ??????? ?????? ??? ????? ??? ?????? ??? ????? ??? ?? ????? ???? ???? ???? ????? ??????? ??? ??? ??????.[23]
 ??? ??????? ??????? ?????? ?? ???????? ???????? ????????? ????? ???? ????? ???????? ??????? ?? ?? ?????? ?????? ????? ??? ???????? ????? ?????? ?? ?????????(1) ???? ??? ??? ??????? ?? ?????? ??????????.[35] ????? ??????? ??? ???? ?????? ?????? ??? ?????? ?????? ?????? ?? ??? ??? ??? ??????? ????? ???? ?? ??? ???????? ??? ?????? ??? ???? ?? ???? ????? ???? ?????? ????? ???? ????? ?????? ???? ?? ???? ????? ??????? ?? ????? ???????? ?????? ?? ???? ????????.[32]
 ??? ?????? ??????? ?????? ?? ???????? ???????? ????????? ????? ???? ????? ???????? ?????? ?? ?? ??? ????? ???? ????? ?? ????????? ??? ????? ?? ???? ??? ?? ??? ?????? ?????? ????? ?? ?????? ?????? ?? ??? ?????? ???????. ????? ??? ?????? ??? ???????? ????? ?????? ??????? ?????? ?? ???????? ?????????(2) ????????? ????? «???? ????? ?????» ????? ??????? ???? ?? ??? ??????? ????? ???? ??????? ?? ???? ???? ?????? ?? ????? ?????? ?? ?????",100
???? ????? ??? ????? ????? ???? ?????? ?? ???? ?????? ?????? ??? ???? ?????? ?????? ????? ?????? ?? ??????? ??????? ?? ????? ???? ????????,"?? ??? ?????? ??????? ??? ??????? ???? ???? ?????? ??? ??? ?????? ????? ?? ????? ??? ????? ????? ???? ??????? ???????? ??? ??? ?? ??? ?? ??? ???????.[33]
 ??? ??????? ??? ????? ??????? ??????????? ???? ?????? ???? ????? ????? ????? ????? ?????? ?? ??? ?????? ?? ?????? ?????? ??? ???? ?? ?????? ????? ????? ????? ?? ??????? ?????? ?? ????? ?????? ???????? ?? ?????? ??????? ?? ?? ??? ??????? ??? ??? ??????? ????? ??? ???? ????? ??? ??????.[36] ???? ???????? ?????? ?????? ???? ?????? ????? ???? ????????? ????? ??????? ??????? ??????? ?? ??????? ???????? ????? (???????????: Segment)??[37] ?? ??? ?? ???? ???????? ??? ?????? ???????? ?????? ???????? ???? ???????? ??? ?? ???? ????????? ?????? ???????? ???? ????? ?????? ???? ?? ?????? ????? ?????? ?? ???? ?????? ??? ???????? ???? ??? ??? ?????.[38]
 ?? ???????? ?????? ?????? ???? ????? ??? ?????? ???????? ?? ???? ?????? ??????? (???????????:  Maximum Segment Size ???????? MSS)? ??? ???? ??????? ?? ??? ???????? ???? ???? ?????? ?? ?? ??????? ??? ???? ?????? ??? ???????? ??? ?? ?????? ???????? ?????? ?????? ??? ??????? ??? ???? ?????? ???????? ??? ??? ????? ????? ?????? ?????? ????? ??????? ???? ???? ?????? ???????? ?????? ???????? ??????? ?? ???? ?????? ???????? ??? ??????.[39][40]
 ??? ?????? ???? ?????? ??????? ????? ????????? ?????? ?????? ?????? ???? ????? ??? ????? ????? ??? ???????? ?? ???? ??????? ???? ???? ?????? ????? ?????? ??? ??????? ?? ???? ?????? ?????????? ???? ??? ???? ????? ?????? ??? ???? ????? ?????? ???? ?????? ??? ",100
(536),"???????? ???? ????? ????? ???????? ??? ??????? ???????? ???? ???? ??? ????? ???? ?? ????? ????? ????????? ???????? ??? ????? ???????.[21] ??? ??????? ????? ?????? ??????? ?? ???????? ?????? ?????? ???? ???? ????? ???????? ?? ???? ??????? ???????? ?????? ???????? ???? ??? ?????????? ???????.[41]
 ??? ?????? ?????????? ????? ?????? ??????? ?? (536) ?????[42] ??? ???? ???? ????? ??? ???? ????? ??????? ??? ?????? ?? ????????? ??? ??????? ??? ????? ???????? ???? ?? ???? ??????? ??? ???.[43]
 ??? ????? ??? ???????? ?????? ??????? ?? ????? ?????? ??????????? ??????.[3][4] ???? ????????? ??????[44] ???????[45] ?? ???????? ???????? ????? ????? ??? ???????? ???? ?????? ????? ???? ?????? ??? ??? ??????? ?????? ??? ?????? ??? ????? ???? ?? ?????? ???????. ???? ????? ???????? ??? ???? ??? ???????? ????? ??? ??????? ?????? ??? ????????.
 ???? ????? ???? ?????? ??????? ?????? ?? ???????? ???????? (???????????: IP Fragmentation)? ???????? ????? ??? ??????? ?? ???? ????? ????? ???? ???? ???? ????? ????? ?????? ?????? ????? ??????? ???? ???? ?????? ???? ???? ????? ???? ??? ???? ????? ?????? ???? ???? ???????? ?????? ???? ?? ????? ?????? ?? ???? ?? ??? ?????? ?? ??? ?? ??? ??? ??????. ????? ????? ??? ????? ??? ?????? ?????? ???? ?? ??? ?????? ???????.[46]
 ???? ?? ???? ????? ????? ????? ?? ??????? ?????? ???? ????????? ?? ?? ?? ???? ??? ?????? ??? ??????? ????? ?????????? ????? ????? ??????? ???????? ?? ???? ?? ??? ????? ???? ???????? ???? ?? ??? ??? ??????? ???? ?? ???? ????? ????? ?????? ????",100
??? ??????? ?????????? ?????? ??????? ?????? ?????????,"??? ??? ?? ?????? ????????.[27]
 ????? ?????? ??????? ?????? ?? ???????? ???????? ?? 14 ??????[44] ?? ????? ?????? ?????? ???????. ?????? ????????? ?????? ??????? ?? ??? ?????? ??????? ???? ??????? ???? ???????? ??? ????? ???? ???? ????? ???????? ??????? ?????? ?????? ??????? ?????? ?????? ?? ????? ?? ?????? ?? ?????? ????????[47] ??? ???????? ????? ??? ????? ?????? ?? ????? ??? ?????? ??????? ?????? ??? ???? ??? ?? ??? ????? (???????????: Copied flag)? ???? ???? ?? ????? ?? ????.[48]
 ???? ?????? ?????? ?? ?????? ????? ???? ?? ?????? ?? ?????? ???? ??? ??? ???????? ?? ??? ?????? ?? ??? ????? ?????? ?????? ??? ??? ????? ????? ?????? ???? ???????? ????? ?????? ????.[26] ??? ??? ????? ???? ???????? ?? ?????? ?? ?? ?? ???? ??? ?????? ????? ?? ????? ????? ????? ??????? ?? ??????? ??????? ??? ???? ????? ??? ?????? ?? ?? ???? ??? ??????. ??????? ??? ???????? ?????? ???? ???????? ??????? ????? ????? ??????? ?? ????? ???????? ????? ??????? ?????? ???????? ??? ????? ??????? ??? ??????? ????? ??????? ?? ????? ??? ?????? ?????? ???? ????? ???????.[49]
 ?????? ????? ???? ???????? ???????? ??? ?? ???? ??????? ?????? ???? ????? ?????? ??????? ??????? ???????? ??????? ???? ???? ??? ??? ?? ?????? ?????????? ?? ??? ????? ??????? ??? ??? ??? ?????? ?????? ?????? ?????? ?? ?????? ???????. ???? ????? ?????? ??????? ?? ?????? ??? ??? ???? ??? ??????? ???? ??? ?????? ??? ???? ??????? ??????? ??????? ??? ??? ??????? ??? ???? ??????? ??? ????? ??? ?????? ?????? ?? ?????? ???????? ???? ?? ???? ??? ??",100
???? ??????? ?????? ???? ???????? ???????? ??? ???? ???? ?? ????? ??????? ???? ???? ????? ????? ?? ???? ??????,"?? ????? ????? ???????.
 ???? ?????? ?????????? ?????????? ?? ????? ???????:[44]
 ??? ??? ????? ??? ???? ???????? ?????? ?????? ?? ?????? ???????? ????????? ???? ???????? ?? ???? ????? ?????? ????? ???? ???? ???????? ??????? ??? ????? ??????? ?? ????? ??????? ???? ?? ?????? ????? ?? ??? ???????? ??? ??? ??????? ??? ???? ?????? ?????? ?????? ??????? ??????? ????? ????? ??? ???? ???????? ???????.[52]
 ???? ???????? ??????? ?? ?????? ??????????? ??? ???? ??????? ???????:[44]
 ??? ????? ????? ???????? ??? ???? ???? ?????? ????? ??? ????????? ????????? ??? ???????? ?? ????? ??? ????????? RFC 815.[53]
 ???? ????????? ??? ?? ??????? ???? ????? ??? ??????? ?? ???? ????? ?? ???? ?? ????????? ?? ??? ???????:
 ?????? ??? ??????? ?????? ?????? ??? ???? ???????? ?? ????? ??? ????????? RFC 1858.[21]
 ?? ??? ??????? ?????? ?? ??? ?????? ??????? ?????? ?? ???????? ???????? ?? 20 ????? ?? ?? ???? ?? ?????? ??????. ??? ???? ???? ????? ?????? ?????? ????? ?????? ?? 1500 ????? ????? ??????? ??? ????? ????? ??? ????? ?????? ????? ???????? ?? 5140 ????? ?? ???? ????? ?? ????? ?? 5120 ??????? ?? 20 ???? ????? ???????? ?? ?????? ???????? ???????? ???? ?? 345.[16]
 ??? ??? ??????? ?????? ??????? ???? ???? ????? ?????? ?? 1480 ????? ??? ???? ?????? ???? ?????? ??? ??? ?????? ?????? ???? ???? ????? ?????? ?? ???? ????? ??????? 1480 ??????? ?????????? 20? ????? ??? ?????? ?????? ???????? ?? 1500 ????? ???????? ?? 0 ?????? ????? ??? ?????? ???????[26] ???? ?? ???? ??? ?????? ?? ????? ??? ?????? 1 ??? ???",100
5200,"?? ??????? ??????? ????? ?????? ??? ?????? 345? ??? ???? ?????? ??????? ????? ???? ??? ??????? ??? ?????? 0 ??? ??????? ?? ?? ???? ??????? ??? ????? ????? ???. ??? ??? ??????? ????????? ??? ?????? ?????? ?????? ?? (3640=1480-5120) ????.
 ????? ?????? ?????? ?????? ??????? ??? ?????? 1480 ???? ?? ??????? ?????????? ????? ??????? ??????? ?????????? ???????? ???? ???? ??? ?????? ?????? ???????? ??????? ????? ?????? ?????? ?????? ???????? ???? ??? ??????? ???? ???? ???? ??? ?????? (185=1480/8). ????? ??????? ????????? ??? ????? ?????? ?????? ??????? ?? (2160=1480-3640). ????? ?????? ?????? ??? ?????? ?????? ???????? ????? ??????? ??????? ?????????? ????????? ???? ???? ??? ?????? ??????? ???????? ??????? ????? ?????? ?????? ?????? ???????? ???? ??? ??????? ???? ??? ???? ??? ?????? (370=8/(1480+1480)) ????? ??????? ???????? ??? ????? ?????? ?????? ??????? ?? (680=1480-2160) ????.
 ?????? ??????? ????????? ?????? ???????? ??????? ??????? ???????? ???????? ????? ????? ???????? ?????? ??????? 700 ????? ???? ?? ??? ??? ??? ?????? ?? ????? ??? ?????? 0 ?????? ?????? ???????? ???? ??????? ??? ?????? (555=8/(1480+1480+1480))? ????? ???? ??? ???? ?????? ?????? ???????? ?? ???????? ??????? ????? ?? ??????? ????? ???????.
 ??? ????? ????? ????? ??????? ?? ????? ??????? ?? 5200 ????? ??? ???? ?? ??? ?????? ??????? ?????? 60 ?????? ?? 1.15%? ??? ????? ?????? ???? ?? ????? ????????? ????? ??????? ?? ????? ???????.
 ?? ????? ??? ???????? ???? ?????? ????? ???? ????? ????? ????? ?????? ????? ????",100
